id,nome,tipo,posti_regolamentari,posti_non_disponibili,posti_occupati,posti_aggiornati_al,asl,nome_responsabile_asl,cognome_responsabile_asl,nome_direttore,cognome_direttore,ruolo_direttore,personale_polizia_effettivi,personale_polizia_previsti,personale_amministrativi_effettivi,personale_amministrativi_previsti,personale_educatori_effettivi,personale_educatori_previsti,personale_polizia_aggiornato_a,personale_amministrativo_aggiornato_al
MII181924,Vigevano,Casa di reclusione,242,24,362,06/10/2024,PAVIA,Fabio,Canegalli,Rosalia,Marino,Titolare,214,221,14,22,6,7,,
MII177996,Locri,Casa circondariale,86,0,122,06/10/2024,ASP 5 - Reggio Calabria,Severo,Gaetano,Valentina,Galati,Titolare,70,73,12,15,3,3,,
MII180370,Roma Rebibbia Nuovo Complesso,Casa circondariale - Raffaele Cinotti,1170,113,1576,06/10/2024,RmB,Pierino,Cimino,Teresa,Mascolo,Titolare,673,782,64,58,18,16,,
MII173265,Castrovillari,Casa circondariale - Rosa Sisca,122,4,178,06/10/2024,Cosenza,Francesco,Montilli,Giuseppe,Carra',Titolare,111,113,12,15,2,2,,
MII178045,Lucera,Casa circondariale,135,0,155,06/10/2024,Foggia 3,Paolo,De Luca,Immacolata,Mannarella,Titolare,74,91,16,17,3,3,,
MII177332,Latina,Casa circondariale,77,0,128,06/10/2024,LT Distretto 2,Antonio,Ciurleo,Pia Paola,Palmeri,Titolare,118,125,16,17,5,4,,
MII179856,Piazza Armerina,Casa circondariale,49,1,75,06/10/2024,4 Enna,Serafino,Di Gregorio,Donata,Posante,Titolare,42,45,9,12,2,2,,
MII177107,Lanciano,Casa circondariale,223,0,247,06/10/2024,Vasto-Lanciano-Chieti,Nicola,CAPRARO,Mario Giuseppe,Silla,Titolare,118,151,16,18,5,4,,
MII179306,Palermo Pagliarelli,Casa circondariale - Antonio Lorusso,1165,9,1378,06/10/2024,Asp Palermo,Fabrizio,Scalici,Maria Luisa,Malato,Titolare,661,581,45,51,17,17,,
MII180426,Salerno,Casa circondariale - Antonio Caputo,376,0,599,06/10/2024,Salerno,Antonio Maria,Pagano,Gabriella,Niccoli,Titolare,230,209,30,31,10,9,,
MII181377,Taranto,Casa circondariale - Carmelo Magli,500,17,952,06/10/2024,ASL TA,Fernanda,Gentile,Luciano,Mellone,Titolare,309,297,25,31,7,8,,
MII176414,Fossano,Casa di reclusione,136,0,108,06/10/2024,ASL CN1,Besnik,Pjeternikaj,Assuntina,Di Rienzo,Titolare,64,72,9,16,2,3,,
MII179237,Opera,Casa di reclusione - Iª casa,918,17,1304,06/10/2024,Azienda Ospedaliera San Paolo Milano,Silvia,Cornalba,Silvio,Di Gregorio,Titolare,529,628,43,52,21,22,,
MII152284,Genova Marassi,Casa circondariale,535,0,676,06/10/2024,ASL,Maurizio,Cechini,Tullia,Ardito,Titolare,357,336,26,35,10,10,,
MII182339,Reggio Emilia,Istituti di pena - casa circondariale e di reclusione,292,59,284,06/10/2024,Reggio Emilia,Angela,Panebianco,Lucia,Monastero,Titolare,200,206,22,22,5,5,,
MII180001,Rimini,Casa circondariale,118,0,155,06/10/2024,Rimini,Stefano,Melandri,Palma,Mercurio,Titolare,109,127,14,17,4,3,,
MII174686,Ferrara,Casa circondariale - Costantino Satta,244,0,382,06/10/2024,ASL Ferrara,Fabio,Ferraresi,Stefano,Di Lena,Reggente,181,194,17,19,5,5,,
MII179842,Piacenza,Casa circondariale - San Lazzaro,416,9,495,06/10/2024,Piacenza,Alberto,Gandolfi,Maria Gabriella,Lusi,Titolare,255,215,19,26,5,6,,
MII172508,Bologna,Casa circondariale - Rocco D'Amato,503,14,823,06/10/2024,Bologna,Raffaella,Campalastri,Rosa Alba,Casella,Titolare,425,462,29,35,10,10,,
MII179981,Ravenna,Casa circondariale,49,0,81,06/10/2024,Romagna,Maurizio,Serra,Stefano,Di Lena,Titolare,69,74,17,14,5,3,,
MII179364,Parma,Casa di reclusione,655,28,712,06/10/2024,PARMA,Choroma,FAISSAL,,,,389,423,1,0,0,0,,
MII176403,Forlì,Casa circondariale,144,11,151,06/10/2024,Romagna,Alfonso,Casadei,Carmela,De Lorenzo,Titolare,102,120,14,18,4,4,,
MII178638,Modena,Casa circondariale,372,3,568,06/10/2024,MODENA,Stefano,Petrella,Orazio,Sorrentini,Titolare,246,222,23,27,6,6,,
MII181125,Siracusa,Casa circondariale,545,0,675,06/10/2024,,,,Aldo,Tiralongo,Titolare,227,234,21,27,6,6,,
MII179988,Reggio Calabria Arghillà,Casa circondariale,294,0,320,07/10/2024,5 Reggio Calabria,Luciano,Lucania,Marianna,Stendardo,Titolare,131,164,12,32,5,8,31/07/2024,31/07/2024
MII172610,Brescia Verziano,Casa di reclusione,71,0,119,07/10/2024,Spedali Civili di Brescia,Luigi,Leone,,,,79,95,2,0,1,0,31/07/2024,31/07/2024
MII172320,Busto Arsizio,Casa circondariale,240,14,433,07/10/2024,Busto Arsizio,Ezia,Iorio,Maria,Pitaniello,Titolare,193,190,16,21,5,5,31/07/2024,31/07/2024
MII173712,Como,Casa circondariale,226,1,424,07/10/2024,Como,Giuseppe,Carrano,Fabrizio,Rinaldi,Titolare,208,216,18,23,6,6,31/07/2024,31/07/2024
MII173747,Cremona,Casa circondariale,394,10,585,07/10/2024,CREMONA,Rossano,Botto,Rossella,Padula,Titolare,188,202,15,23,5,6,31/07/2024,31/07/2024
MII177436,Lecco,Casa circondariale,53,0,84,07/10/2024,Ospedale Lecco,Vaira,Libera Maria,Luisa,Mattina,Titolare,39,38,6,14,2,2,31/07/2024,31/07/2024
MII178027,Lodi,Casa circondariale,45,1,88,07/10/2024,Lodi,Concettina,Varango,Annalaura,Confuorto,Titolare,44,44,11,13,3,2,31/07/2024,31/07/2024
MII178072,Mantova,Casa circondariale,97,0,150,07/10/2024,ASST Mantova,Laura,Mannarini,Metella Romana,Pasquini Peruzzi,Titolare,68,72,11,18,3,3,31/07/2024,31/07/2024
MII178659,Monza,Casa circondariale,411,2,727,07/10/2024,Monza,Libera Maria,Vaira,Cosima,Buccoliero,Titolare,283,296,19,29,6,8,31/07/2024,31/07/2024
MII182910,Pavia,Casa circondariale,515,1,685,07/10/2024,A.S.S.T. Pavia - U.O. Sanità Penitenziaria,Davide,BROGLIA,Stefania,Mussio,Titolare,289,255,21,26,9,8,31/07/2024,31/07/2024
MII181346,Sondrio,Casa circondariale,26,0,38,07/10/2024,ASST Valtellina e Alto Lario,Marina,Casian,,,,28,27,2,11,1,1,31/07/2024,31/07/2024
MII181703,Varese,Casa circondariale,53,0,98,07/10/2024,Azienda Ospedaliera,Domenico,Capaccioni,Carla,Santandrea,Titolare,56,59,6,13,2,2,31/07/2024,31/07/2024
MII179733,Voghera,Casa circondariale - Nuovo Complesso,341,0,351,07/10/2024,,,,Davide,Pisapia,Titolare,228,231,10,21,3,5,31/07/2024,31/07/2024
MII173311,Catanzaro,Casa circondariale - Ugo Caridi,682,62,650,07/10/2024,Azienda Sanitaria Provinciale di Catanzaro,Giulio,Di Mizio,Patrizia,Delfino,Titolare,397,415,30,37,9,10,31/07/2024,31/07/2024
MII173324,Crotone,Casa circondariale,99,4,124,07/10/2024,ASP 202,Giuseppe,Varrina,Mariastella,Fedele,Titolare,69,75,11,18,3,3,31/07/2024,31/07/2024
MII179342,Palmi,Casa circondariale - Filippo Salsone,141,0,168,07/10/2024,10,Agesilao,Luppino,Marianna,Stendardo,Reggente,107,131,12,18,4,4,31/07/2024,31/07/2024
MII179353,Paola,Casa circondariale,181,27,184,07/10/2024,paola,Pierpaolo,Greco,Emilia,Boccagna,Titolare,102,112,15,19,4,4,31/07/2024,31/07/2024
MII180415,Rossano,Casa di reclusione - Nuovo Complesso,263,2,322,07/10/2024,ASP Cosenza,Dr.Giovanni,Fraia,Luigi,Spetrillo,Titolare,119,139,21,23,7,6,31/07/2024,31/07/2024
MII181908,Vibo Valentia,Casa circondariale - Nuovo Complesso,406,30,389,07/10/2024,Azienda sanitaria provinciale di Vibo,Alfonso,Luciano,Angela,Marcello,Titolare,205,224,24,26,6,6,31/07/2024,31/07/2024
MII159053,Ariano Irpino,Casa circondariale - Pasquale Campanello,276,18,310,07/10/2024,Avellino,Anna,Pugliese,Mariarosaria,Casaburo,Titolare,144,165,15,21,4,5,31/07/2024,31/07/2024
MII172187,Aversa,Casa di reclusione - Filippo Saporito,254,20,250,07/10/2024,Caserta,Luigi,Franzese,Stella,Scialpi,Titolare,133,105,28,25,5,7,31/07/2024,31/07/2024
MII173101,Carinola,Casa di reclusione - Gian Battista Novelli,552,56,507,07/10/2024,CE2,Tommaso,Castiello,Carlo,Brunetti,Titolare,163,179,26,28,6,7,31/07/2024,31/07/2024
MII173784,Eboli,Casa di reclusione,54,0,42,07/10/2024,SALERNO,Virgilia,Guerriero,Concetta,Felaco,Titolare,26,24,10,14,0,3,31/07/2024,31/07/2024
MII172580,Bolzano,Casa circondariale,88,3,103,07/10/2024,Alto Adige,Paolo,Conci,Giovangiuseppe,Monti,Titolare,61,77,6,20,1,4,31/07/2024,31/07/2024
MII176719,Gorizia,Casa circondariale - Angiolo Bigazzi,53,0,77,07/10/2024,ASS 2 Isontina,Marcella,Bernardi,Caterina,Leva,Titolare,50,54,5,12,1,2,31/07/2024,31/07/2024
MII179290,Padova,Casa circondariale,188,4,217,07/10/2024,6 EUGANEA,Felice Alfonso,Nava,Anastasio,Morante,Titolare,133,142,17,19,3,3,31/07/2024,31/07/2024
MII180487,Santa Maria Capua Vetere,Casa circondariale - Francesco Uccella,818,125,1014,07/10/2024,Caserta Distretto Sanitario 21,Palmiero,Nicola,Donatella Filomena,Rotundo,Titolare,466,460,45,42,12,13,31/07/2024,31/07/2024
MII179913,Pordenone,Casa circondariale,37,0,53,07/10/2024,Azienda Sanitaria Friuli Occidentale,Barbara,Miglietta,Leandro Salvatore,Lamonaca,Titolare,42,53,10,13,2,2,31/07/2024,31/07/2024
MII180424,Rovigo,Casa circondariale,211,8,237,07/10/2024,ULSS5 Polesana,Raffaele,Geraci,Mattia,Arba,Titolare,128,175,13,19,4,4,31/07/2024,31/07/2024
MII159065,Ascoli Piceno,Casa circondariale,103,4,124,07/10/2024,Marche 5,Giovanna,Picciotti,Daniela,Valentini,Titolare,144,152,18,16,3,3,31/07/2024,31/07/2024
MII173237,Castelfranco Emilia,Casa di reclusione,191,42,105,07/10/2024,Modena,Stefano,Petrella,Maria,Martone,Titolare,65,62,14,16,3,3,31/07/2024,31/07/2024
MII174501,Fermo,Casa di reclusione,43,0,54,07/10/2024,ASUR Area Vasta n.4,Gianfilippo,Pistolesi,Serena,Stoico,Titolare,47,50,11,15,2,3,31/07/2024,31/07/2024
MII181645,Treviso,Casa circondariale,138,12,233,07/10/2024,ULSS N 2 Marca Trevigiana,Massimo,Fornaini,Alberto,Quagliotto,Titolare,132,149,13,17,2,3,31/07/2024,31/07/2024
MII176424,Fossombrone,Casa di reclusione,182,81,89,07/10/2024,Areavasta1 Pesaro Urbino,Pierluigi,Fraternali,Daniela,Minelli,Titolare,97,129,16,19,5,6,31/07/2024,31/07/2024
MII181661,Trieste,Casa circondariale - Ernesto Mari,150,4,246,07/10/2024,ASUGI,Franca,Masala,Graziano,Pujia,Titolare,120,149,21,20,6,5,31/07/2024,31/07/2024
MII181672,Udine,Casa circondariale - Antonio Santoro,95,0,178,07/10/2024,A.S.S. Friuli Centrale n. 4,Luigi,Canciani,Tiziana,Paolini,Titolare,92,112,14,17,4,4,31/07/2024,31/07/2024
MII179818,Pesaro,Casa circondariale,153,1,256,07/10/2024,1 Pesaro,Pierluigi,Fraternali,Annalisa,Gasparro,Titolare,146,154,16,18,4,4,31/07/2024,31/07/2024
MII181863,Venezia Santa Maria Maggiore,Casa circondariale,159,0,260,07/10/2024,ULSS 3 Serenissima,Vincenzo,De Nardo,Enrico,Farina,Titolare,158,149,15,18,5,5,31/07/2024,31/07/2024
MII181847,Venezia Giudecca,Casa di reclusione femminile,112,0,93,07/10/2024,3 Serenissima,Vincenzo,De Nardo,Mariagrazia Felicita,Bregoli,Titolare,117,135,13,20,5,4,31/07/2024,31/07/2024
MII181891,Verona,Casa circondariale - Montorio,335,17,593,07/10/2024,ULSS 6 - Scaligera,Gabriella,Trenchi,Francesca,Gioieni,Titolare,327,317,20,26,4,5,31/07/2024,31/07/2024
MII182440,Avezzano,Casa circondariale,53,2,71,07/10/2024,Asl 1 Abruzzo Avezzano-Sulmona-L'Aquila,Fausto,Frabotta,Maria Celeste,D'Orazio,Titolare,31,39,8,12,2,2,31/07/2024,31/07/2024
MII173088,Campobasso,Casa circondariale,106,10,171,07/10/2024,Campobasso,Pasquale,Del Greco,,,,91,105,8,14,2,3,31/07/2024,31/07/2024
MII157783,Alba,Casa di reclusione - Giuseppe Montalto,138,89,38,07/10/2024,CN2 Alba-Bra,Paolo,Lo Russo,Nicola,Pangallo,Titolare,88,107,10,14,3,3,31/07/2024,31/07/2024
MII173114,Cassino,Casa circondariale,200,73,214,07/10/2024,Frosinone,Giovanni,Mazzetti,,,,105,142,19,18,4,3,31/07/2024,31/07/2024
MII173364,Chieti,Casa circondariale,79,0,136,07/10/2024,02,Giulia,COSCIONE,Franco,Pettinelli,Titolare,83,80,15,15,4,3,31/07/2024,31/07/2024
MII159069,Asti,Casa di reclusione,205,1,261,07/10/2024,Asti,Rosario,Ruta,Giuseppina,Piscioneri,Titolare,166,167,12,22,6,7,31/07/2024,31/07/2024
MII173688,Civitavecchia Giuseppe Passerini,Casa di reclusione,144,52,76,07/10/2024,RMF,Gaetano,Ciranni,Patrizia,Bravetti,Titolare,41,53,8,0,0,0,31/07/2024,31/07/2024
MII173356,Chiavari,Casa di reclusione,52,0,61,07/10/2024,ASL 4 Chiavarese,Giovanni Battista,Andreoli,Darlene,Perna,Titolare,48,48,10,13,3,2,31/07/2024,31/07/2024
MII176437,Frosinone,Casa circondariale - Giuseppe Pagliei,513,29,612,07/10/2024,Ditretto B,Luca,Casertano,Anna,Del Villano,Titolare,253,280,25,30,5,8,31/07/2024,31/07/2024
MII173764,Cuneo,Casa circondariale,433,54,399,07/10/2024,CN1,Pasquale,Clemeno,Domenico,Minervini,Titolare,191,206,14,21,6,5,31/07/2024,31/07/2024
MII181636,Trento,Casa circondariale - Spini di Gardolo,422,5,384,07/10/2024,Trento,Chiara,MAzzetti,Anna Rita,Nuzzaci,Titolare,180,199,19,27,7,8,31/07/2024,31/07/2024
MII172814,Brissogne - Aosta,Casa circondariale,181,7,133,07/10/2024,Aosta,Marina,TUMIATI,Velia,Nobile Mattei,Titolare,123,138,5,15,1,3,31/07/2024,31/07/2024
MII176759,Isernia,Casa circondariale,50,0,63,07/10/2024,Campobasso,Marcello,Baldo,Maria Antonietta,Lauria,Titolare,43,36,12,10,3,2,31/07/2024,31/07/2024
MII176703,Genova Pontedecimo,Casa circondariale,96,0,147,07/10/2024,3 Genovese,Maurizio,Cechini,Paola,Penco,Titolare,138,143,13,16,4,3,31/07/2024,31/07/2024
MII177323,Larino,Casa circondariale,119,0,122,07/10/2024,ASREM Campobasso,Lucia,SCARDERA,Franco,Pettinelli,Reggente,104,127,13,16,3,3,31/07/2024,31/07/2024
MII176749,Imperia,Casa circondariale,53,1,70,07/10/2024,n. 1 Imperiese,Renata,Ghizzoni,Caterina,Tancredi,Titolare,49,58,13,13,3,2,31/07/2024,31/07/2024
MII176781,Ivrea,Casa circondariale,195,7,250,07/10/2024,,,,Alessia,Aguglia,Titolare,180,176,12,20,3,4,31/07/2024,31/07/2024
MII179331,Paliano,Casa di reclusione,153,1,66,07/10/2024,FROSINONE,Enzo,Gentile,Anna,Angeletti,Titolare,58,66,17,14,2,2,31/07/2024,31/07/2024
MII176788,La Spezia,Casa circondariale,151,48,121,07/10/2024,5 La Spezia,Pier Marco,Passani,Maria Cristina,Bigi,Titolare,113,133,12,17,2,3,31/07/2024,31/07/2024
MII169535,Rieti,Casa circondariale - Nuovo Complesso,295,24,508,07/10/2024,Rieti,Giulia,Carocci,Chiara,Pellegrini,Titolare,140,175,22,23,5,6,31/07/2024,31/07/2024
MII180401,Roma Regina Coeli,Casa circondariale,628,2,1174,07/10/2024,RmA,Luigi,Persico,Claudia,Clementi,Titolare,331,480,34,48,8,11,31/07/2024,31/07/2024
MII180437,Saluzzo,Casa di reclusione - Rodolfo Morandi,424,0,344,07/10/2024,CN1 CUNEO,Mitu,Igor,Luisa,Pesante,Titolare,195,206,14,24,7,7,31/07/2024,31/07/2024
MII180380,Roma Rebibbia,Casa di reclusione,445,149,292,07/10/2024,Rm2,Pierino,Cimino,Maria Donata,Iannantuono,Titolare,134,189,23,29,6,8,31/07/2024,31/07/2024
MII180356,Roma Rebibbia IIIª casa,Casa circondariale,172,40,84,07/10/2024,Rm2,Antonio,Chiaccio,Vera,Poggetti,Titolare,31,46,15,15,3,3,31/07/2024,31/07/2024
MII180348,Roma Rebibbia femminile,Casa circondariale - Germana Stefanini,272,7,371,07/10/2024,,,,Nadia,Fontana,Titolare,203,214,24,26,6,7,31/07/2024,31/07/2024
MII181870,Verbania,Casa circondariale,53,0,83,07/10/2024,VCO 14,Maria,Uzzeni,Claudia,Piscione Kivel Mazuy,Titolare,43,44,5,13,1,2,31/07/2024,31/07/2024
MII179299,Padova Nuovo Complesso,Casa di reclusione,438,63,555,07/10/2024,6 veneto,Alfonso Felice,Nava,Claudio,Mazzeo,Titolare,316,336,27,30,11,11,31/07/2024,31/07/2024
MII181371,Sulmona,Casa di reclusione,323,8,433,07/10/2024,Sulmona,Fabio,Federico,Stefano Luca Antonino,Liberatore,Titolare,225,255,23,30,7,8,31/07/2024,31/07/2024
MII181820,Vasto,Casa di lavoro,197,50,94,07/10/2024,Chieti Lanciano - Vasto,Doralice,Di Fabio,Giuseppina,Ruggero,Titolare,65,95,15,19,4,5,31/07/2024,31/07/2024
MII181839,Velletri,Casa circondariale,412,75,515,07/10/2024,RM 6,Emanuela,Falconi,Anna Rita,Gentile,Titolare,197,275,26,32,7,8,31/07/2024,31/07/2024
MII181424,Torino,Casa circondariale - Lorusso Cutugno,1117,21,1433,07/10/2024,TO 2,Roberto,Testi,Elena,Lombardi Vallauri,Titolare,712,762,46,53,17,18,31/07/2024,31/07/2024
MII158919,"Alessandria Cantiello, Gaeta",Casa circondariale,233,23,208,07/10/2024,AL,Roberto,Stura,Maria Isabella,De Gennaro,Titolare,133,127,11,33,2,10,31/07/2024,31/07/2024
MII179995,Reggio Calabria Giuseppe Panzera,Casa circondariale,180,8,205,07/10/2024,5 Reggio Calabria,Luciano,Lucania,Rosario,Tortorella,Titolare,151,145,24,0,4,0,31/07/2024,31/07/2024
MII158924,Alessandria San Michele,Casa di reclusione,265,1,369,07/10/2024,AL,Roberto,STURA,,,,183,210,14,0,6,0,31/07/2024,31/07/2024
MII172277,Altamura,Casa di reclusione,52,1,80,07/10/2024,Bari,Giuseppe,D'Auria,,,,39,0,6,0,1,0,31/07/2024,31/07/2024
MII158948,Arezzo,Casa circondariale,108,84,34,07/10/2024,toscana sudest,Mateo,Ameglio,Alessandro,Monacelli,Titolare,30,38,12,15,3,3,31/07/2024,31/07/2024
MII181678,Bari,Casa circondariale - Francesco Rucci,294,47,413,07/10/2024,Bari,Nicola,Buovino,Valeria,Pire',Titolare,221,258,26,26,4,5,31/07/2024,31/07/2024
MII174720,Firenze Sollicciano,Casa circondariale,497,136,514,07/10/2024,Firenze,Marco,Salvadori,Antonella,Tuoni,Titolare,457,416,27,34,10,11,31/07/2024,31/07/2024
MII172623,Brindisi,Casa circondariale,152,35,208,07/10/2024,Brindisi,Michele,Morgillo,Valentina,Meo Evoli,Titolare,127,141,21,18,5,5,31/07/2024,31/07/2024
MII176743,Grosseto,Casa circondariale,15,0,30,07/10/2024,9 Grosseto,Paolo,Pedicelli,Maria Teresa,Iuliano,Titolare,29,30,10,12,1,1,31/07/2024,31/07/2024
MII176375,Foggia,Casa circondariale,364,19,710,07/10/2024,FOGGIA 3,Luciano,D'Amito,Giulia,Magliulo,Titolare,237,244,31,29,8,7,31/07/2024,31/07/2024
MII177498,Livorno Gorgona,Casa di reclusione,89,0,86,07/10/2024,6,Renzo,Cantini Salaris,,,,0,0,5,0,1,0,,31/07/2024
MII177463,Livorno,Casa circondariale,391,211,247,07/10/2024,6,Giovanna,Bellini,Giuseppe,Renna,Titolare,249,268,23,35,9,9,31/07/2024,31/07/2024
MII178035,Lucca,Casa circondariale,63,22,73,07/10/2024,Lucca,ANNA,SANTINAMI,Santina,Savoca,Titolare,72,91,11,14,2,2,31/07/2024,31/07/2024
MII178124,Matera,Casa circondariale,132,6,184,07/10/2024,Matera,ROCCO,PASCIUCCO,Rosa,Musicco,Titolare,90,125,15,15,4,3,31/07/2024,31/07/2024
MII178141,Melfi,Casa circondariale,126,0,177,07/10/2024,Venosa,Grazia,Ciriello,Anna Maria Rosaria,Petraccone,Titolare,122,151,8,16,2,3,31/07/2024,31/07/2024
MII179938,Potenza,Casa circondariale - Antonio Santoro,110,58,95,07/10/2024,ASP Potenza,Giuseppina,Ammirati,Paolo,Pastena,Titolare,105,111,17,17,4,3,31/07/2024,31/07/2024
MII179280,Orvieto,Casa di reclusione,98,0,120,07/10/2024,2 Terni,Gianpaolo,Piunno,Annunziata,Passannante,Titolare,57,57,23,21,6,5,31/07/2024,31/07/2024
MII180476,San Severo,Casa circondariale,61,0,78,07/10/2024,FG/01,Matteo,Coccia,Patrizia,Andrianello,Titolare,44,60,8,10,3,2,31/07/2024,31/07/2024
MII181434,Trani,Casa circondariale,447,146,387,07/10/2024,Bat,Nicola,Riefolo,Giuseppe,Altomare,Titolare,191,237,26,26,6,6,31/07/2024,31/07/2024
MII182919,Pisa,Casa circondariale,197,17,284,07/10/2024,USL5 PISA,BIANCA MARIA,MELIS,Tazio,Bianchi,Titolare,191,184,19,20,4,4,31/07/2024,31/07/2024
MII181681,Turi,Casa di reclusione,108,0,151,07/10/2024,,,,Nicoletta,Siliberti,Titolare,84,90,15,14,0,2,31/07/2024,31/07/2024
MII179896,Pistoia,Casa circondariale,76,0,72,07/10/2024,Toscana Centro,Domenico,Cerullo,Loredana,Stefanelli,Titolare,54,65,13,14,4,3,31/07/2024,31/07/2024
MII158935,Alghero,Casa di reclusione - Giuseppe Tomasiello,156,0,86,07/10/2024,numero 1,Walter,Sarais,Tullia,Carra,Titolare,69,79,13,16,4,4,31/07/2024,31/07/2024
MII179958,Prato,Casa circondariale,589,3,594,07/10/2024,n 4 Prato,Antonella,Mnfredi,Domenico,Ciaburri,Titolare,251,270,27,35,7,9,31/07/2024,31/07/2024
MII158945,Arbus,Casa di reclusione - località Is Arenas,176,50,92,07/10/2024,n.6,Aldo,Casadio,Maria Teresa,Errico,Titolare,65,81,13,20,6,5,31/07/2024,31/07/2024
MII180458,San Gimignano,Casa di reclusione,243,20,316,07/10/2024,7,Ameglio,Mateo,Maria Grazia,Giampiccolo,Titolare,194,205,12,21,5,6,31/07/2024,31/07/2024
MII181115,Siena,Casa circondariale,58,0,70,07/10/2024,SIENA,Ameglio,Mateo,Antonella,Grella,Reggente,42,41,9,13,2,2,31/07/2024,31/07/2024
MII181358,Spoleto,Casa di reclusione,456,6,461,07/10/2024,Umbria 2 - Spoleto,Simonetta,Antinarelli,Bernardina,Di Mario,Titolare,246,273,30,31,9,8,31/07/2024,31/07/2024
MII172835,Cagliari Uta,Casa circondariale - Ettore Scalas,561,0,729,07/10/2024,ATS Sardegna,Luciano,Fei,Pietro,Borruto,Titolare,319,394,32,41,12,12,31/07/2024,31/07/2024
MII158910,Agrigento,Casa circondariale - Pasquale Di Lorenzo,283,4,388,07/10/2024,ASP 1 AGRIGENTO,GIUSEPPE,MANCUSO,Anna,Puci,Titolare,217,197,23,23,5,5,31/07/2024,31/07/2024
MII177118,Lanusei,Casa circondariale - San Daniele,33,0,27,07/10/2024,ATS Sardegna ASSL Lanusei,Roberto,Marcialis,Maria Anna,Madeddu,Titolare,36,31,5,9,0,2,31/07/2024,31/07/2024
MII179224,Nuoro,Casa circondariale,378,110,185,07/10/2024,Nuoro,Giovanni,Fancello,Maria Anna,Madeddu,Reggente,160,191,18,22,7,5,31/07/2024,31/07/2024
MII172222,Barcellona Pozzo di Gotto,Casa circondariale - Vittorio Madia,414,142,208,07/10/2024,Messina,Tommaso,Bucca,Romina,Taiani,Titolare,142,169,26,26,8,7,31/07/2024,31/07/2024
MII178003,Onanì,Casa di reclusione - Onanì-Mamone,292,122,124,07/10/2024,N. 3 Nuoro,Giovanni,Fancello,Vincenzo,Lamonaca,Titolare,96,119,16,24,8,6,31/07/2024,31/07/2024
MII179274,Oristano,Casa di reclusione - Salvatore Soro,264,0,246,07/10/2024,n.5,Daniela,Faa,Elisa,Milanesi,Titolare,158,188,17,22,6,6,31/07/2024,31/07/2024
MII181385,Tempio Pausania,Casa di reclusione - Paolo Pittalis,170,0,173,07/10/2024,TEMPIO/OLBIA 2,Manconi,Anna,Veronica,Proietti,Titolare,116,146,13,19,6,5,31/07/2024,31/07/2024
MII179965,Ragusa,Casa circondariale,196,13,212,07/10/2024,7,giuseppe,cappello,Santo,Mortillaro,Titolare,72,84,18,18,3,3,31/07/2024,31/07/2024
MII181109,Sciacca,Casa circondariale,73,53,21,07/10/2024,ASP N1 AGRIGENTO SCIACCA,Fabio,Segreto,Marilena,Scaravilli,Titolare,47,44,12,13,2,2,31/07/2024,31/07/2024
MII178666,Napoli Poggioreale,Casa circondariale - Giuseppe Salvia,1624,266,2116,07/10/2024,Napoli 1,Vincenzo Maria,Irollo,Carlo,Berdini,Titolare,676,828,69,63,22,24,31/07/2024,31/07/2024
MII178672,Napoli Secondigliano,Casa circondariale - Pasquale Mandato,1142,13,1477,07/10/2024,Napoli 1 centro,Francesco,Maffettone,Giulia,Russo,Titolare,1099,951,63,56,22,18,31/07/2024,31/07/2024
MII172592,Brescia Canton Monbello,Casa circondariale - Nerio Fischione,182,0,379,07/10/2024,A.S.S.T. SPEDALI CIVILI,Fabio,Roda,Francesca Paola,Lucrezi,Titolare,187,197,18,30,8,8,31/07/2024,31/07/2024
MII158895,Milano San Vittore,Casa circondariale - Francesco Di Cataldo,700,253,1019,07/10/2024,Milano,Ruggiero,Giuliani,Giacinto,Siciliano,Titolare,583,655,35,45,13,14,31/07/2024,31/07/2024
MII178501,Milano San Vittore femminile,Casa circondariale - Francesco Di Cataldo,46,2,82,07/10/2024,MILANO,Ruggero,Giuliani,,,,0,0,0,0,0,0,,
MII174825,Firenze Mario Gozzini,Casa circondariale,92,14,105,07/10/2024,10,Marco,Salvatori,Vincenzo,Tedeschi,Titolare,44,50,15,16,2,3,31/07/2024,31/07/2024
MII179932,Porto Azzurro,Casa di reclusione - Pasquale De Santis,334,13,310,07/10/2024,6 - Livorno,Federica,ONETTO,Martina,Carducci,Titolare,160,205,23,26,10,10,31/07/2024,31/07/2024
MII181407,Terni,Casa circondariale,422,0,565,07/10/2024,Umbria n. 2,Antonio,Marozzo,Luca,Sardella,Titolare,194,243,29,25,7,6,31/07/2024,31/07/2024
MII180465,Sanremo,Casa di reclusione - Nuovo Complesso,223,1,258,07/10/2024,ASL N. 1 IMPERIESE,Rosella,Stagnaro,Maria Cristina,Marre' Brunenghi,Titolare,188,185,12,19,6,5,31/07/2024,31/07/2024
MII158944,Ancona Barcaglione,Casa di reclusione,100,0,95,07/10/2024,Ancona,Franco,Dolcini,,,,56,60,8,0,3,0,31/07/2024,31/07/2024
MII158941,Ancona Montacuto,Casa circondariale,256,0,330,07/10/2024,Asur Marche Area Vasta 2,Enrico,Boario,Manuela,Ceresani,Titolare,138,175,18,31,5,8,31/07/2024,31/07/2024
